,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity,hit
5722,4bcWQseNOLnxH4XUgpmgkQ,Another Lonely Night - Pop Mix,0huiGVTaxILvtM89ErUCB6,https://p.scdn.co/mp3-preview/548527c57ded596b20de84dca42efe3a90bf10d1?cid=f6c16355a53748e790f598a2bdb1ad10,04.12.15,"['dance pop', 'idol', 'pop', 'post-teen pop']",0.71,0.854,-6.293,0.0898,0.185,8.47E-05,0.103,0.34,120.935,8,0,210280,10,0
10160,4bcWQseNOLnxH4XUgpmgkQ,Another Night (feat. Anastacia),4xTP4zvhrrVezWiu9pVaES,https://p.scdn.co/mp3-preview/994a9ba0f63e654952fc94e0116ec668684be43a?cid=f6c16355a53748e790f598a2bdb1ad10,19.10.18,['german pop'],0.681,0.849,-8.67,0.0625,0.17,0,0.117,0.46,125.985,1,1,201000,31,0
1965,6DjIRlc7hnwSYT3lf95eVy,Another Postcard,0x1iZmPHQNz11tR2ATCppp,https://p.scdn.co/mp3-preview/6d0d407a4daa9bd26e71949983c107d6c02474bd?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,28.08.20,"['canadian pop', 'canadian rock', 'comic', 'pop rock']",0.618,0.747,-6.552,0.0826,0.00228,0.000235,0.0431,0.731,172.691,1,0,205360,0,0
851,6DjIRlc7hnwSYT3lf95eVy,Another Sad Love Song,6mZNc1r5YPwdvvPzMh4apI,https://p.scdn.co/mp3-preview/2a5e7a56d845cf7ddd711385d3e08f8505686047?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,03.07.08,"['chill lounge', 'italian lounge']",0.737,0.585,-7.05,0.0272,0.355,4.89E-06,0.0927,0.759,102.982,9,0,230376,11,0
10943,4bcWQseNOLnxH4XUgpmgkQ,Another Universe - Denzal Park Remix,5rBtmZjSJwrUSynkdc9dYL,https://p.scdn.co/mp3-preview/341f452125fa3b6a97ac9655615ec82cdd0af0e1?cid=f6c16355a53748e790f598a2bdb1ad10,18.12.15,"['australian house', 'deep tropical house']",0.58,0.713,-8.221,0.0389,0.00251,0.552,0.566,0.223,127.602,7,1,259470,0,0
6022,4bcWQseNOLnxH4XUgpmgkQ,Another You [ANR053] **Armada Stream 40 - #1** - Extended Mix,4fS4kK5J9aPrMdF8q70YBU,https://p.scdn.co/mp3-preview/497bfcbd3764b61d4c94ab6a5f5d6ef30dd0f4ea?cid=f6c16355a53748e790f598a2bdb1ad10,19.05.15,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",0.521,0.529,-10.594,0.0328,0.0138,0.000365,0.864,0.396,129.866,6,0,116392,16,0
9386,4bcWQseNOLnxH4XUgpmgkQ,Ant Rap,6iaGFcHmAP21mEPm39LZLV,https://p.scdn.co/mp3-preview/f1efc53da47692873c38b04d34259a753c8ef4e2?cid=f6c16355a53748e790f598a2bdb1ad10,2004,"['double drumming', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'ska']",0.834,0.898,-10.249,0.0631,0.0612,0,0.0694,0.89,117.975,1,1,206547,24,0
11072,4bcWQseNOLnxH4XUgpmgkQ,Antes Que Ver El Sol,0wKHT1pViXNrtH5rGdoZUd,https://p.scdn.co/mp3-preview/869529c442f190faa6394775f6c9199ef251b27f?cid=f6c16355a53748e790f598a2bdb1ad10,12.02.21,"['latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",0.677,0.689,-7.494,0.0312,0.0833,0,0.167,0.887,134.045,9,1,221627,0,0
4246,4bcWQseNOLnxH4XUgpmgkQ,Anthem,5vB0cxSvzXuVh15EDD0Cej,https://p.scdn.co/mp3-preview/72383199818aaf9abf5392cbb5eeaf6cb3b9e20d?cid=f6c16355a53748e790f598a2bdb1ad10,2006,"['funk metal', 'nu metal', 'pop punk', 'punk', 'rap rock', 'skate punk']",0.378,0.985,-3.86,0.262,0.00827,0,0.534,0.41,193.035,0,1,213133,56,0
10411,4bcWQseNOLnxH4XUgpmgkQ,Anti-Everything,5d1fRO6RYAtbPPgbpSHnlA,https://p.scdn.co/mp3-preview/59ebea2fa1d23675b0615b636a4d82d3b3e6f329?cid=f6c16355a53748e790f598a2bdb1ad10,18.01.19,"['dance pop', 'edm', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",0.734,0.663,-7.292,0.185,0.28,0,0.12,0.256,101.943,0,1,183853,58,0
8559,4bcWQseNOLnxH4XUgpmgkQ,"Antonio Vivaldi: Primavera de ""As Quatro Estações"" Op. 8 No.4 (Allegro)",7lCAL74eJ3YgUc4nDDNGat,https://p.scdn.co/mp3-preview/a8fd1ca7b76c15c20f85f88389b6fa23259b70b0?cid=f6c16355a53748e790f598a2bdb1ad10,21.05.21,"['baroque', 'classical', 'early music', 'italian baroque']",0.578,0.192,-9.571,0.0411,0.935,0.737,0.194,0.366,115.211,4,1,199905,16,0
1915,6DjIRlc7hnwSYT3lf95eVy,Anxiety,3MIDI56fBQenFrMMz2cO7i,https://p.scdn.co/mp3-preview/0e7278e76c63b5d5ab9c25a9a81fb9d7c75f13ee?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,31.01.20,"['dance pop', 'edm', 'electra', 'electro house', 'electropop', 'melodic dubstep', 'pop dance']",0.488,0.678,-5.767,0.131,0.149,2.99E-06,0.107,0.192,149.815,9,1,236806,39,0
7022,4bcWQseNOLnxH4XUgpmgkQ,ANY ONE A DEM (feat. Frahcess One),45mNM93cmpDhA0RTyIOgVV,https://p.scdn.co/mp3-preview/957878017d56752b97f3d9945a3d41faccafc2e8?cid=f6c16355a53748e790f598a2bdb1ad10,07.08.20,"['dancehall', 'reggae fusion']",0.693,0.729,-4.891,0.338,0.324,0,0.0596,0.419,76.236,0,1,195938,27,0
3793,4bcWQseNOLnxH4XUgpmgkQ,Anyone,31qCy5ZaophVA81wtlwLc4,https://p.scdn.co/mp3-preview/571f32559f213b213d98ff5747b708c9f6e99303?cid=f6c16355a53748e790f598a2bdb1ad10,01.01.21,"['canadian pop', 'pop']",0.686,0.538,-8.026,0.0345,0.181,3.13E-06,0.113,0.584,115.884,2,1,190779,77,0
9785,4bcWQseNOLnxH4XUgpmgkQ,"Anyplace, Anywhere, Anytime - Special 12"" Dance Mix",5YJHyONGMpQx9nt3Sw3dJU,https://p.scdn.co/mp3-preview/485bf88ed4d24aeabc9c6c59d4297b956215c86e?cid=f6c16355a53748e790f598a2bdb1ad10,16.02.04,"['german pop', 'german rock', 'new wave pop']",0.526,0.807,-9.752,0.0487,0.00102,0.00368,0.176,0.359,101.724,4,0,437427,10,0
9597,4bcWQseNOLnxH4XUgpmgkQ,Anything Like You Dance (Stripped),3N9lKNTyFzO7leElimryKS,https://p.scdn.co/mp3-preview/a6725f1d37a80cc9be8c884d08d47468c8f3ab99?cid=f6c16355a53748e790f598a2bdb1ad10,15.03.19,"['contemporary country', 'country pop']",0.76,0.652,-3.875,0.0307,0.829,0,0.112,0.542,113.98,11,1,199654,34,0
4198,4bcWQseNOLnxH4XUgpmgkQ,Anywhere With You,3wfNiPBrzDwuanE75Ar6pS,https://p.scdn.co/mp3-preview/6d6a8d85aceae7f076b08b8eab9918658c234f14?cid=f6c16355a53748e790f598a2bdb1ad10,17.12.21,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",0.596,0.743,-4.149,0.0302,0.0696,2.37E-06,0.202,0.531,125.883,6,1,158807,70,0
3483,4bcWQseNOLnxH4XUgpmgkQ,Čini Mi Se Da Sam Se Zaljubila,1CG32LMhONDTypngZtDZgW,https://p.scdn.co/mp3-preview/20f5123c79c5c7d6ce2e88ea0b8e9f87882c5cff?cid=f6c16355a53748e790f598a2bdb1ad10,14.05.18,"['bosnian pop', 'turbo folk']",0.645,0.932,-1.786,0.0415,0.278,0,0.273,0.933,104.985,5,0,210141,36,0
4175,4bcWQseNOLnxH4XUgpmgkQ,A-O-K,1sx0XsWUusUoPstbvokZjP,https://p.scdn.co/mp3-preview/80779e33c980c0826f8e434fd1c7e22762b9685d?cid=f6c16355a53748e790f598a2bdb1ad10,20.05.21,['modern indie pop'],0.731,0.626,-6.919,0.0805,0.125,0,0.183,0.862,82.488,11,1,173640,78,0
633,6DjIRlc7hnwSYT3lf95eVy,Apologize,6nvTKMtxWZAIFMNbZZn6Vy,https://p.scdn.co/mp3-preview/0fb667f11699cb093e83a3a04b766fa2e6d3c205?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,18.10.19,"['dance pop', 'piano rock', 'pop', 'pop rock']",0.596,0.74,-6.127,0.0338,0.341,2.05E-05,0.102,0.493,118.031,8,1,208107,8,0
719,6DjIRlc7hnwSYT3lf95eVy,Aponi Zoi - Remastered 2005,4ZFuDBbkxUb6ZzC0T8eCRK,https://p.scdn.co/mp3-preview/00bfb5ae409337e58a72be6a41a6f23e02c35978?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,10.08.20,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'urban contemporary']",0.657,0.609,-6.025,0.0291,0.0357,0,0.0973,0.0893,118.013,8,1,184400,7,0
9653,4bcWQseNOLnxH4XUgpmgkQ,Applaudite popoli tutti,098E4o3Vu7CDoHfLGGkzDM,https://p.scdn.co/mp3-preview/4f2e1470cd4670a70171652f45f601872a708492?cid=f6c16355a53748e790f598a2bdb1ad10,10.06.13,"['classic greek pop', 'laiko', 'rebetiko']",0.424,0.469,-14.189,0.046,0.776,0.000842,0.297,0.357,125.372,7,1,183000,0,0
8045,4bcWQseNOLnxH4XUgpmgkQ,Applause,3th9loiA2hWPEahh0rrSCc,https://p.scdn.co/mp3-preview/93a443ccac38feb117ae804d54274c094f41e012?cid=f6c16355a53748e790f598a2bdb1ad10,29.04.04,['gospel italiano'],0.611,0.682,-9.788,0.0314,0.357,0,0.137,0.702,141.977,2,1,272134,4,0
753,6DjIRlc7hnwSYT3lf95eVy,"Apprentissage (Feat. Medine, Sinik, Ol Kainry & Tunisiano) [Remix]",48lJ4o0DiUNSfooc8vWldA,https://p.scdn.co/mp3-preview/5c2b60813de2d5b805598ffe2173aaf1aaa1b1a7?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,10.05.21,"['art pop', 'dance pop', 'pop']",0.668,0.78,-4.287,0.053,0.0265,1.63E-06,0.143,0.738,139.945,7,0,212333,18,0
8980,4bcWQseNOLnxH4XUgpmgkQ,Appunti per una stagione virtuosa,7Fles2Aph80JPNwYausf9x,https://p.scdn.co/mp3-preview/3bd1f082dca6280f8ba958e67c1ed4aa3850f0ff?cid=f6c16355a53748e790f598a2bdb1ad10,07.05.12,"['francoton', 'french hip hop', 'french pop', 'pop urbaine', 'rap conscient']",0.517,0.669,-7.739,0.327,0.286,0,0.412,0.781,81.646,0,1,240520,11,0
8759,4bcWQseNOLnxH4XUgpmgkQ,Aprender A Quererte,5uskt1LreQyrhGYvhPAtbF,https://p.scdn.co/mp3-preview/33d6384a0df04f2d2eddc1bea8c5d6a4f9fac172?cid=f6c16355a53748e790f598a2bdb1ad10,2010,"['italian emo', 'italian post-hardcore']",0.506,0.819,-5.602,0.0315,0.826,9.45E-05,0.279,0.702,73.989,7,1,99370,2,0
3575,4bcWQseNOLnxH4XUgpmgkQ,Apri la tua finestra! from Iris,3zNcn4BaVfKORyx3uDfruW,https://p.scdn.co/mp3-preview/bc12968a6e01258ac8fc8b47f67ddf013eab3c2c?cid=f6c16355a53748e790f598a2bdb1ad10,17.06.16,"['colombian pop', 'latin', 'latin pop']",0.638,0.868,-5.191,0.0334,0.109,0,0.231,0.485,101.013,8,1,229213,72,0
7864,4bcWQseNOLnxH4XUgpmgkQ,Aprile,1YDTn7xrEnPHEpdhoORG5S,https://p.scdn.co/mp3-preview/3024657135a37b1fbfa54f78fda3b67373abbeed?cid=f6c16355a53748e790f598a2bdb1ad10,2008,"['classical', 'early music', 'italian opera', 'italian romanticism', 'post-romantic era']",0.193,0.126,-19.027,0.0444,0.98,0,0.0744,0.205,77.976,5,1,138747,1,0
7549,4bcWQseNOLnxH4XUgpmgkQ,Aquel Nap ZzZz,2oylopSkJfPkc7qByNTDV2,https://p.scdn.co/mp3-preview/4c8c4e3c064e19761e213aab0d855da3fc806245?cid=f6c16355a53748e790f598a2bdb1ad10,21.01.21,"['classical', 'italian opera', 'italian romanticism']",0.351,0.241,-17.624,0.047,0.937,0.00742,0.16,0.115,112.343,3,1,96267,2,0
206,6DjIRlc7hnwSYT3lf95eVy,"Are There Giants Too, in the Dance?",5bQLsyTrUaMQRfr6whwGe5,https://p.scdn.co/mp3-preview/6abcceed6d31137e09d629ce7e537901110acd32?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,10.12.21,"['puerto rican pop', 'trap latino']",0.457,0.495,-6.044,0.0797,0.62,0.000228,0.109,0.311,79.513,4,1,295039,78,0
10009,4bcWQseNOLnxH4XUgpmgkQ,Are You Bored Yet? (feat. Clairo),2ssbvTNtryMYuttkjDs6sh,https://p.scdn.co/mp3-preview/1ba71c98962b5ffa7049766c3f464a83f8753cdc?cid=f6c16355a53748e790f598a2bdb1ad10,03.03.09,"['candy pop', 'pixie', 'pop emo']",0.576,0.939,-3.903,0.0483,0.00264,7.13E-06,0.336,0.77,120.015,8,1,203080,15,0
3890,4bcWQseNOLnxH4XUgpmgkQ,Are You Gonna Go My Way - Ti-Mo Remix Edit,57RA3JGafJm5zRtKJiKPIm,https://p.scdn.co/mp3-preview/075715293e8883dcaa5f21766f94685adfa95886?cid=f6c16355a53748e790f598a2bdb1ad10,22.03.19,"['indie pop', 'modern rock', 'pop']",0.682,0.683,-6.444,0.0287,0.156,2.32E-05,0.273,0.64,120.023,8,0,178000,80,0
10144,4bcWQseNOLnxH4XUgpmgkQ,Are You OK? (feat. ILIRA),5IrIuxGNl5k8LTgGzEMgPt,https://p.scdn.co/mp3-preview/c7a8f8423b354d59131b132cef35fa76576ab245?cid=f6c16355a53748e790f598a2bdb1ad10,2009,"['danish electronic', 'danish hip hop', 'danish pop']",0.645,0.938,-5.957,0.0679,0.00024,0.306,0.335,0.651,130.016,4,0,197951,19,0
10188,4bcWQseNOLnxH4XUgpmgkQ,Are You With Me,6Ppext7tYrK3trnspkoSry,https://p.scdn.co/mp3-preview/ea7bb6bda3a1dab508f97351ea704299c1de61b1?cid=f6c16355a53748e790f598a2bdb1ad10,03.09.21,"['belgian edm', 'dance pop', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",0.838,0.654,-6.255,0.0655,0.0564,0.00294,0.106,0.561,122.963,11,0,148625,62,0
10904,4bcWQseNOLnxH4XUgpmgkQ,Areivim,1hMv6P9dltDeaWa43cDGQo,https://p.scdn.co/mp3-preview/08b249aac7bfc86b8a316e6b673a2120245eb65f?cid=f6c16355a53748e790f598a2bdb1ad10,20.04.18,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",0.763,0.608,-8.1,0.035,0.262,2.50E-05,0.12,0.393,121.02,5,0,138013,55,0
9924,4bcWQseNOLnxH4XUgpmgkQ,Arevi Bes Ayretzir,6Wjaqe03smVALhLENZCB2U,https://p.scdn.co/mp3-preview/50a1daecefd66f0cb70d44cf1f282d9adef5db22?cid=f6c16355a53748e790f598a2bdb1ad10,01.06.14,"['chasidic pop', 'jewish pop']",0.674,0.948,-4.727,0.047,0.312,0,0.315,0.687,120.089,10,0,96000,6,0
9839,4bcWQseNOLnxH4XUgpmgkQ,Aristocrat,2jxOOz0e8K6IfIl3kUJO6B,https://p.scdn.co/mp3-preview/1fd06c4e622e0b23a7018bdaff1352bb3b771f36?cid=f6c16355a53748e790f598a2bdb1ad10,27.03.15,"['armenian folk', 'armenian pop']",0.739,0.923,-4.53,0.059,0.19,3.79E-05,0.378,0.745,109.884,7,1,109547,6,0
6625,4bcWQseNOLnxH4XUgpmgkQ,Aristocrate,1fQXnbF0FrFcBI1F1mTul4,https://p.scdn.co/mp3-preview/771c463b28937133ff4658ef50a83b8a383642fb?cid=f6c16355a53748e790f598a2bdb1ad10,31.10.18,"['alt z', 'art pop', 'dance pop', 'electropop', 'escape room', 'modern rock', 'pop']",0.606,0.863,-4.091,0.0555,0.0141,1.08E-05,0.0617,0.624,94.017,11,0,201255,38,0
4141,4bcWQseNOLnxH4XUgpmgkQ,Armas Letales,7gNlaZaMIjRUfnAYd9Dvmt,https://p.scdn.co/mp3-preview/44a048dbc98ce0986b272ecc6c5af1c1e567278d?cid=f6c16355a53748e790f598a2bdb1ad10,25.01.19,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",0.935,0.613,-6.241,0.0662,0.268,3.10E-06,0.0956,0.626,116.943,1,0,169733,61,0
1121,6DjIRlc7hnwSYT3lf95eVy,Arme de poing,4n93DYfwwm98z89Kku6XZr,https://p.scdn.co/mp3-preview/668414f773f88b4bf3a18b4dcb465ce1d733d5dd?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,12.05.20,['dominican pop'],0.528,0.767,-5.342,0.458,0.801,0.00103,0.131,0.776,107.218,1,1,274806,18,0
320,6DjIRlc7hnwSYT3lf95eVy,Armonie Numeriche,2WYpG3Kv1xRTqMSNXVOpAN,https://p.scdn.co/mp3-preview/20c63fd1be80151cdc269412a92ad2e26e3231af?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,03.12.21,"['french hip hop', 'pop urbaine']",0.696,0.776,-6.066,0.367,0.445,0,0.191,0.374,89.993,10,0,215761,66,0
11115,4bcWQseNOLnxH4XUgpmgkQ,Around My Way (Freedom Ain't Free),1g1NzCPYpoOGjxy2iE9vaU,https://p.scdn.co/mp3-preview/732831f5aebad4df557ffe08bb850c23b0fff777?cid=f6c16355a53748e790f598a2bdb1ad10,23.09.21,"['classic italian pop', 'italian adult pop', 'italian indie pop']",0.398,0.478,-7.29,0.0286,0.182,0,0.0892,0.333,150.417,7,1,286566,26,0
9335,4bcWQseNOLnxH4XUgpmgkQ,Around the World (feat. Melanie C),2Vba5MBCdGqcE57GSiOstv,https://p.scdn.co/mp3-preview/6ad89667341293d06e765137fadbd64792f8aebf?cid=f6c16355a53748e790f598a2bdb1ad10,25.09.12,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",0.482,0.877,-3.714,0.374,0.0526,0,0.366,0.635,205.037,8,0,255773,42,0
9771,4bcWQseNOLnxH4XUgpmgkQ,Around the World (La La La La La) - Radio Version,50eDbjM8peOaU9LVCG6ehF,https://p.scdn.co/mp3-preview/8ec3a771ad161b914db4768f02b1866229f7f53f?cid=f6c16355a53748e790f598a2bdb1ad10,19.10.18,['german pop'],0.551,0.36,-11.242,0.0311,0.676,0.000106,0.212,0.362,132.071,0,0,209705,36,0
7421,4bcWQseNOLnxH4XUgpmgkQ,Around U,08TyLXTuHauXdsPqAUNDeU,https://p.scdn.co/mp3-preview/54cd8f3aedf8bfbe8dbca14a2a29d473713c9e59?cid=f6c16355a53748e790f598a2bdb1ad10,04.07.08,"['bubblegum dance', 'europop']",0.614,0.977,-6.012,0.0281,0.107,0.00539,0.143,0.642,131.965,9,0,215827,1,0
10566,4bcWQseNOLnxH4XUgpmgkQ,Arriva la bomba,2FRIlpIMUnF3rrUBxOpJMX,https://p.scdn.co/mp3-preview/f366348261a618925f1181507ce04b145bb3aa89?cid=f6c16355a53748e790f598a2bdb1ad10,06.11.15,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",0.615,0.856,-5.972,0.0772,0.0327,4.67E-06,0.155,0.82,165.992,7,1,197851,33,0
1001,6DjIRlc7hnwSYT3lf95eVy,Arrival,6RRM0Ylgf63FoG6i3Gbgyk,https://p.scdn.co/mp3-preview/242fb4186c810f61004256cce2082c699d9032ea?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,07.10.14,['italian lounge'],0.609,0.9,-3.442,0.0371,0.214,0,0.0627,0.961,151.995,8,1,153960,5,0
10939,4bcWQseNOLnxH4XUgpmgkQ,Arrivederci Roma,0g9umWMHcaaVssivjCWBhf,https://p.scdn.co/mp3-preview/8860912d7fcd698c2cf76c5371670e6f5359fc46?cid=f6c16355a53748e790f598a2bdb1ad10,07.05.21,"['dance pop', 'edm', 'german dance', 'pop dance', 'slap house', 'tropical house']",0.842,0.828,-5.189,0.422,0.0315,0.209,0.111,0.0963,126.063,8,0,158095,19,0
10725,4bcWQseNOLnxH4XUgpmgkQ,Arthur's Theme,24WK6KUDx7rPfqbNVOBI0n,https://p.scdn.co/mp3-preview/adf770ea0f96ceaf320faa7cbbb22086eeb30db5?cid=f6c16355a53748e790f598a2bdb1ad10,04.04.11,"['classic italian pop', 'vintage italian pop']",0.379,0.322,-13.152,0.0468,0.978,0.000177,0.331,0.425,143.679,7,1,224731,1,0
7677,4bcWQseNOLnxH4XUgpmgkQ,As If It's Your Last,41T8a2uYuFvIR2GrIe8DLU,https://p.scdn.co/mp3-preview/2943f3c52a32c5a82afe0ccfbe8cd2a2a991ba78?cid=f6c16355a53748e790f598a2bdb1ad10,26.11.21,['italian lounge'],0.599,0.478,-10.081,0.0283,0.269,6.13E-06,0.303,0.618,120.033,0,0,262468,6,0
5018,4bcWQseNOLnxH4XUgpmgkQ,ASAP,4ZxOuNHhpyOj4gv52MtQpT,https://p.scdn.co/mp3-preview/13e32c7ec9e7a78230573611a72fc458e7bacf48?cid=f6c16355a53748e790f598a2bdb1ad10,22.06.17,"['k-pop', 'k-pop girl group']",0.786,0.852,-2.687,0.0813,0.0687,0,0.0759,0.455,125.036,8,1,213264,75,0
113,6DjIRlc7hnwSYT3lf95eVy,Ascent,0FQfX2SZ2X18QVa6hJrWPS,https://p.scdn.co/mp3-preview/2eee18871e8add21f326f11daa3c67b8a9053bcd?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,26.03.21,"['belgian pop', 'belgian rock', 'belgian singer-songwriter', 'dutch pop', 'dutch rock', 'german pop']",0.722,0.714,-5.389,0.0316,0.0979,1.28E-06,0.207,0.652,94.986,10,1,183775,60,0
1421,6DjIRlc7hnwSYT3lf95eVy,Aschenflug (feat. Sido & Prinz Pi),0KytSwhBMJHs0eKEUZvTei,https://p.scdn.co/mp3-preview/bfb95ade8ae38506e8ae5076b52c74ba7b1d26c4?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,16.11.18,"['edm', 'gaming edm', 'speedrun']",0.538,0.862,-4.652,0.0409,9.15E-05,0.744,0.123,0.219,110.077,6,0,274994,41,0
306,6DjIRlc7hnwSYT3lf95eVy,Ascolta queste mie parole,7gnaGHAhhuVviZjJyIP3kt,https://p.scdn.co/mp3-preview/d9c564602d3d619253552d209833fd8dfbf64b7b?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,08.11.13,['german pop'],0.55,0.665,-6.655,0.185,0.0864,0,0.226,0.609,146.698,6,0,202653,51,0
8138,4bcWQseNOLnxH4XUgpmgkQ,Ascoltate o popolo ignorante,6k49AkFo6aZkrj9vzkLvo5,https://p.scdn.co/mp3-preview/3ea975f1f35a5f87f8a82a66515b3d050223166e?cid=f6c16355a53748e790f598a2bdb1ad10,25.04.13,['gospel italiano'],0.554,0.349,-13.07,0.0273,0.375,1.79E-05,0.0922,0.218,135.964,4,1,231838,7,0
7807,4bcWQseNOLnxH4XUgpmgkQ,Ask for More,1X8t464TWllspL2CRiHS4I,https://p.scdn.co/mp3-preview/62b717fbd317c7550787f2aebcba6727a3ed996e?cid=f6c16355a53748e790f598a2bdb1ad10,2005,"[""canzone d'autore"", 'italian folk']",0.433,0.186,-15.089,0.124,0.734,0,0.509,0.575,144.052,5,1,176160,0,0
9620,4bcWQseNOLnxH4XUgpmgkQ,ASSIM NASCE UM BÊBADO,3nDpQSAUwLqy3xFQI8fERk,https://p.scdn.co/mp3-preview/32bcae29acebf7e94bbf4cd584df3bef527e01d0?cid=f6c16355a53748e790f598a2bdb1ad10,01.10.04,['swedish indie pop'],0.537,0.394,-9.453,0.0297,0.732,0.000212,0.12,0.342,93.321,2,1,228467,20,0
4733,4bcWQseNOLnxH4XUgpmgkQ,Astro del cielo,3p3iOpzsKOGMeNBaexBXXR,https://p.scdn.co/mp3-preview/0206486f9ced2df5aeb85b8d43be8b1176af6088?cid=f6c16355a53748e790f598a2bdb1ad10,26.08.21,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",0.459,0.78,-4.169,0.0935,0.511,0,0.323,0.507,92.358,2,1,223374,61,0
943,6DjIRlc7hnwSYT3lf95eVy,At Christmas,4TEOul5TMjkr8EMIhpjJvK,https://p.scdn.co/mp3-preview/05cfaf05bb03dd317768e159cbb76a6952c0968c?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,2010,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']",0.149,0.279,-12.521,0.0352,0.989,0.552,0.0516,0.0574,85.372,8,1,195493,1,0
6222,4bcWQseNOLnxH4XUgpmgkQ,At Least I Had Fun,4VfKx6615xWejXRfqD9JjP,https://p.scdn.co/mp3-preview/e466dc98706daf1e374600b8d98e9324508af9c3?cid=f6c16355a53748e790f598a2bdb1ad10,04.10.19,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']",0.795,0.675,-7.418,0.0457,0.0816,0,0.0437,0.69,136.969,2,1,226240,28,0
10361,4bcWQseNOLnxH4XUgpmgkQ,"Atalia, Atto Primo Scena XI, XII, XIII: Aria con Coro, Popoli, al Dio benefico (Gioada, Coro )",7jqXDgGWkV4w2ctdb2g59o,https://p.scdn.co/mp3-preview/aab87d1ec38985622c83a9fa867d7a9b85c56880?cid=f6c16355a53748e790f598a2bdb1ad10,14.08.20,"['dance pop', 'danish electronic', 'deep house', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",0.794,0.706,-6.066,0.0382,0.198,0,0.0536,0.908,116.032,5,0,170614,67,0
8304,4bcWQseNOLnxH4XUgpmgkQ,Atlantida - Original Mix,2ZwgHqcT9osm4raakCQWRx,https://p.scdn.co/mp3-preview/bc949c306d3c55fff9aa4377cf8f7a5823e6a858?cid=f6c16355a53748e790f598a2bdb1ad10,17.12.03,"['classical era', 'italian opera']",0.293,0.157,-19.291,0.0491,0.959,5.72E-05,0.138,0.071,95.031,2,1,158307,0,0
612,6DjIRlc7hnwSYT3lf95eVy,Atomica 2000 - Polca,3BgFLiRkmosrQP9c6IFYyZ,https://p.scdn.co/mp3-preview/751366bb335674a2f7b32623ebc31cd794e3b44d?cid=e6a77915d1ff4ea8ba6a2b2025712ac9,28.03.11,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']",0.527,0.799,-7.369,0.0333,0.00012,0.9,0.0951,0.502,136.989,5,0,441418,8,0
8258,4bcWQseNOLnxH4XUgpmgkQ,Attento,6gd3CIebTUNAhsdedDpToI,https://p.scdn.co/mp3-preview/0d3965aa7f9e7d1be5bb26bc0c483a724d7cee2f?cid=f6c16355a53748e790f598a2bdb1ad10,12.06.10,"['ballroom', 'classic italian folk pop', 'fisarmonica']",0.763,0.851,-5.028,0.0379,0.332,0.489,0.073,0.977,121.923,7,1,218737,14,0
9549,4bcWQseNOLnxH4XUgpmgkQ,Attractive Force (Mix Cut),1RbpAOuoFN7kgTRZ5XU8EX,https://p.scdn.co/mp3-preview/3b33ac5769980844f6d0a1ca942d23ca004d7167?cid=f6c16355a53748e790f598a2bdb1ad10,2010,"['italian hip hop', 'italian indie pop', 'italian underground hip hop', 'rap italiano old school']",0.89,0.67,-4.086,0.288,0.19,0,0.0721,0.682,95.946,1,1,232493,0,0
